Part No.,Nominal cross section mm²,Stud hole,Kind of connection,Connecting material,IEC Certification,UL Certification,DNV-GL Certification,Cable Class 1,Cable Class 2,Cable Class 5,Cable Class 6,K50 Serie,K4 serie,K22 Serie,K13 Serie,K15 Serie,K25 Serie,K5,K05,K06,K95,K09,K02,K2,K93,K94,EK30IDML,EK60VP,EKM60ID,EK60VPFT,EK120ID,Image URL
42R8,10,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
42R10,10,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
42R12,10,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
22R,10,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,x,x,x,,,,x,x,x,,,,x,,,x,x,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
22R,10,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
152R,10,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,x,x,x,,,,x,x,x,,,,x,,,x,x,x,,,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
TV10,10,-,Connector,"T-Connectors, Cu, standard type",x,x,x,,x,,,x,x,x,,,,x,x,x,,,,x,,,x,x,x,,,https://cdn.klauke.com/resources/images/50F64969-4228-48BB-81E3-10C54859ACB1
KV10,10,-,Connector,"Cross-connectors, Cu, standard type",x,x,x,,x,,,x,x,x,,,,x,x,x,,,,x,,,x,x,x,,,https://cdn.klauke.com/resources/images/1184E404-5B38-45E4-8123-054D2AF6A2D8
602R5,10,5,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
602R6,10,6,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/694F7C16-D246-48AC-A21C-0C9C24735F74
602R8,10,8,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
602R10,10,10,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
602R12,10,12,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
622R,10,-,Connector,"Insulated butt connectors, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/8583C21F-DE9A-468A-8BF4-3352EEB8F9A1
SR106,10,6,Cable lug,"Tubular cable lugs, Cu, solid conductor type",,,,x,,,,,,x,,,,,,,,,x,,,x,,,,,,https://cdn.klauke.com/resources/images/C04FDD0C-1B4B-488D-ACDB-80F0AA72961C
SR108,10,8,Cable lug,"Tubular cable lugs, Cu, solid conductor type",,,,x,,,,,,x,,,,,,,,,x,,,x,,,,,,https://cdn.klauke.com/resources/images/C04FDD0C-1B4B-488D-ACDB-80F0AA72961C
SV10,10,-,Connector,"Butt connectors, Cu, solidconductor type",,,,x,,,,x,,x,,,,,,,,,x,,,x,,,,,,https://cdn.klauke.com/resources/images/9E6A30CE-F30D-4068-A3E9-D9DA294FD983
STV10,10,-,Connector,"T-connectors, Cu, solid conductor type",,,,x,,,,x,,x,,,,,,,,,x,,,x,,,,,,https://cdn.klauke.com/resources/images/A9B3BD95-2CC2-4184-B7EF-289530DF599A
702F5,10,5,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,x,x,x,,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
702F6,10,6,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,x,x,x,,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
702F8,10,8,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,x,x,x,,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
702F10,10,10,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,x,x,x,,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
702F12,10,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,x,x,x,,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
742F5,10,5,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,,x,x,,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
742F6,10,6,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,,x,x,,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
742F8,10,8,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,,x,x,,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
742F10,10,10,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,,x,x,,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
742F12,10,12,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,,x,x,,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
722F,10,-,Connector,"Butt connectors, Cu, F-series",,x,,,,x,x,,x,x,x,x,x,x,,,,,,,,,x,x,x,,,https://cdn.klauke.com/resources/images/591F2493-BA69-482A-BB1A-FED513AE4572
97C5,16,5,Cable lug,"Tubular cable lugs, CU, fork type",,x,x,,x,,,,x,x,x,,,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/836A24ED-D9BA-4228-A60C-AB5EB364B066
97C6,16,6,Cable lug,"Tubular cable lugs, CU, fork type",,x,x,,x,,,,x,x,x,,,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/836A24ED-D9BA-4228-A60C-AB5EB364B066
97C8,16,8,Cable lug,"Tubular cable lugs, CU, fork type",,x,x,,x,,,,x,x,x,,,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/836A24ED-D9BA-4228-A60C-AB5EB364B066
97C5,16,5,Cable lug,"Tubular cable lugs, CU, fork type",,x,x,,,x,,,,,,,,x,x,,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/836A24ED-D9BA-4228-A60C-AB5EB364B066
97C6,16,6,Cable lug,"Tubular cable lugs, CU, fork type",,x,x,,,x,,,,,,,,x,x,,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/836A24ED-D9BA-4228-A60C-AB5EB364B066
97C8,16,8,Cable lug,"Tubular cable lugs, CU, fork type",,x,x,,,x,,,,,,,,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/836A24ED-D9BA-4228-A60C-AB5EB364B066
3R5,16,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R5MS,16,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,
3R6,16,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R6MS,16,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,
3R8,16,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R8MS,16,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,
3R10,16,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R10MS,16,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,
3R12,16,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R12MS,16,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,
3R5,16,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R5MS,16,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,
3R6,16,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R6MS,16,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,
3R8,16,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R8MS,16,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,
3R10,16,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R10MS,16,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,
3R12,16,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
3R12MS,16,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,
43R545,16,5,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R645,16,6,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R845,16,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R1045,16,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R1245,16,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R545,16,5,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R645,16,6,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R845,16,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R1045,16,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R1245,16,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
43R5,16,5,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R6,16,6,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R8,16,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R10,16,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R12,16,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R5,16,5,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R6,16,6,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R8,16,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R10,16,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
43R12,16,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
23R,16,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
23R,16,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
153R,16,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
TV16,16,-,Connector,"T-Connectors, Cu, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/50F64969-4228-48BB-81E3-10C54859ACB1
KV16,16,-,Connector,"Cross-connectors, Cu, standard type",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,,,x,,,x,x,x,x,,https://cdn.klauke.com/resources/images/1184E404-5B38-45E4-8123-054D2AF6A2D8
603R5,16,5,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/9CEEBC65-2D73-40CE-8A69-B30C88977F27
603R6,16,6,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
603R8,16,8,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
603R10,16,10,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
603R12,16,12,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
623R,16,-,Connector,"Insulated butt connectors, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/BA756EC2-21CF-45D4-82F8-412FCB23A9B1
SR166,16,6,Cable lug,"Tubular cable lugs, Cu, solid conductor type",,,,x,,,,,,x,,,,,,,,,x,,,,,,,,,https://cdn.klauke.com/resources/images/C04FDD0C-1B4B-488D-ACDB-80F0AA72961C
SR168,16,8,Cable lug,"Tubular cable lugs, Cu, solid conductor type",,,,x,,,,,,x,,,,,,,,,x,,,,,,,,,https://cdn.klauke.com/resources/images/C04FDD0C-1B4B-488D-ACDB-80F0AA72961C
SV16,16,-,Connector,"Butt connectors, Cu, solidconductor type",,,,x,,,,,,x,,,,,,,,,x,,,,,,,,,https://cdn.klauke.com/resources/images/9E6A30CE-F30D-4068-A3E9-D9DA294FD983
STV16,16,-,Connector,"T-connectors, Cu, solid conductor type",,,,x,,,,,,x,,,,,,,,,x,,,,,,,,,https://cdn.klauke.com/resources/images/A9B3BD95-2CC2-4184-B7EF-289530DF599A
SKV16,16,-,Connector,"Cross-connectors, Cu, solid conductor type",,,,x,,,,,,x,,,,,,,,,x,,,,,,,,,https://cdn.klauke.com/resources/images/7B83A91D-4CAD-461B-A6AD-3217E69C06DB
703F5,16,5,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
703F6,16,6,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
703F8,16,8,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
703F10,16,10,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
703F12,16,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
743F5,16,6,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
743F6,16,6,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
743F8,16,8,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
743F10,16,10,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
743F12,16,12,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
723F,16,-,Connector,"Butt connectors, Cu, F-series",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/591F2493-BA69-482A-BB1A-FED513AE4572
4R5,25,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
4R5MS,25,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
4R6,25,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
4R6MS,25,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
4R8,25,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
4R8MS,25,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,
4R10,25,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
4R10MS,25,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
4R12,25,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
4R12MS,25,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
4R14,25,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
4R14MS,25,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
4R5,25,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
4R5MS,25,5,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
4R6,25,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
